"","stat_area","tow_id","survey","year","month","day","doy","tow_duration","lat","lon","catch_n","vessel","area_swept"
"28",526,"198007.258.1100.7","BTS",1980,10,15,288,NA,40.833333,-69.05,0,"DE",0.038
"29",526,"198007.259.1100.3","BTS",1980,10,15,288,NA,40.666667,-68.866667,0,"DE",0.038
"30",526,"198007.260.1100.8","BTS",1980,10,15,288,NA,40.533333,-69,0,"DE",0.038
"31",526,"198007.261.1090.3","BTS",1980,10,15,288,NA,40.633333,-69.3,0,"DE",0.038
"32",526,"198007.262.1090.2","BTS",1980,10,15,288,NA,40.85,-69.333333,0,"DE",0.038
"33",526,"198007.263.1090.4","BTS",1980,10,15,288,NA,40.783333,-69.416667,0,"DE",0.038
"34",526,"198007.264.1090.1","BTS",1980,10,15,288,NA,40.716667,-69.733333,0,"DE",0.038
"35",521,"198007.267.1250.2","BTS",1980,10,16,289,NA,41.05,-69.35,0,"DE",0.038
"36",521,"198007.268.1250.3","BTS",1980,10,16,289,NA,41.116667,-69.216667,0,"DE",0.038
"37",521,"198007.269.1250.4","BTS",1980,10,16,289,NA,41.283333,-69.383333,0,"DE",0.038
"38",521,"198007.272.1230.5","BTS",1980,10,21,294,NA,41.516667,-69.316667,0,"DE",0.038
"39",521,"198007.273.1230.2","BTS",1980,10,21,294,NA,41.1,-68.95,0,"DE",0.038
"40",521,"198007.274.1230.3","BTS",1980,10,21,294,NA,41.233333,-68.85,0,"DE",0.038
"41",522,"198007.275.1230.1","BTS",1980,10,21,294,NA,41.283333,-68.566667,0,"DE",0.038
"42",522,"198007.276.1230.4","BTS",1980,10,21,294,NA,41.466667,-68.5,0,"DE",0.038
"43",522,"198007.277.1210.1","BTS",1980,10,21,294,NA,41.683333,-68.333333,0,"DE",0.038
"44",522,"198007.278.1200.5","BTS",1980,10,21,294,NA,41.6,-68.25,0,"DE",0.038
"45",522,"198007.279.1200.3","BTS",1980,10,21,294,NA,41.583333,-68.1,0,"DE",0.038
"46",522,"198007.280.1200.4","BTS",1980,10,21,294,NA,41.566667,-67.966667,0,"DE",0.038
"47",522,"198007.281.1190.7","BTS",1980,10,21,294,NA,41.5,-67.833333,0,"DE",0.038
"48",522,"198007.282.1190.8","BTS",1980,10,21,294,NA,41.416667,-67.7,0,"DE",0.038
"49",562,"198007.283.1190.9","BTS",1980,10,21,294,NA,41.35,-67.633333,0,"DE",0.038
"50",562,"198007.284.1190.1","BTS",1980,10,21,294,NA,41.183333,-67.516667,0,"DE",0.038
"51",562,"198007.285.1160.6","BTS",1980,10,21,294,NA,41.133333,-67.1,0,"DE",0.038
"52",562,"198007.286.1160.12","BTS",1980,10,22,295,NA,41.05,-66.9,0,"DE",0.038
"53",562,"198007.287.1160.16","BTS",1980,10,22,295,NA,40.983333,-66.9,0,"DE",0.038
"54",562,"198007.288.1160.4","BTS",1980,10,22,295,NA,40.966667,-66.833333,0,"DE",0.038
"55",562,"198007.289.1160.3","BTS",1980,10,22,295,NA,41.1,-66.833333,0,"DE",0.038
"56",562,"198007.290.1160.5","BTS",1980,10,22,295,NA,41.133333,-66.8,0,"DE",0.038
"57",562,"198007.291.1160.19","BTS",1980,10,22,295,NA,41.333333,-67.016667,0,"DE",0.038
"58",562,"198007.292.1190.6","BTS",1980,10,22,295,NA,41.433333,-67.133333,0,"DE",0.038
"59",562,"198007.293.1190.3","BTS",1980,10,22,295,NA,41.65,-67.216667,0,"DE",0.038
"60",562,"198007.294.1160.13","BTS",1980,10,22,295,NA,41.6,-66.95,0,"DE",0.038
"61",562,"198007.295.1160.14","BTS",1980,10,22,295,NA,41.516667,-66.933333,0,"DE",0.038
"62",562,"198007.296.1160.1","BTS",1980,10,22,295,NA,41.466667,-66.75,0,"DE",0.038
"63",552,"198007.297.1160.8","BTS",1980,10,22,295,NA,41.566667,-66.55,0,"DE",0.038
"64",522,"198007.298.1220.8","BTS",1980,10,28,301,NA,41.85,-68.133333,0,"DE",0.038
"65",522,"198007.299.1210.6","BTS",1980,10,28,301,NA,41.833333,-68.066667,0,"DE",0.038
"66",522,"198007.300.1290.1","BTS",1980,10,28,301,NA,41.966667,-68.066667,0,"DE",0.038
"67",522,"198007.301.1220.2","BTS",1980,10,28,301,NA,42,-67.85,1,"DE",0.038
"68",522,"198007.302.1220.1","BTS",1980,10,28,301,NA,42.083333,-67.833333,0,"DE",0.038
"69",522,"198007.303.1220.5","BTS",1980,10,28,301,NA,42.116667,-67.666667,1,"DE",0.038
"70",561,"198007.304.1210.5","BTS",1980,10,28,301,NA,42.033333,-67.6,0,"DE",0.038
"71",522,"198007.305.1200.2","BTS",1980,10,28,301,NA,41.966667,-67.716667,0,"DE",0.038
"72",561,"198007.306.1200.6","BTS",1980,10,28,301,NA,42.016667,-67.4,0,"DE",0.038
"73",561,"198007.307.1200.1","BTS",1980,10,28,301,NA,41.933333,-67.266667,0,"DE",0.038
"74",561,"198007.308.1190.4","BTS",1980,10,28,301,NA,41.883333,-67.016667,0,"DE",0.038
"75",551,"198007.309.1160.17","BTS",1980,10,28,301,NA,42.016667,-66.783333,0,"DE",0.038
"76",551,"198007.310.1210.7","BTS",1980,10,28,301,NA,42.083333,-66.966667,0,"DE",0.038
"77",551,"198007.311.1210.3","BTS",1980,10,29,302,NA,42.133333,-67.05,0,"DE",0.038
"78",551,"198007.312.1220.4","BTS",1980,10,29,302,NA,42.166667,-67.066667,0,"DE",0.038
"79",561,"198007.313.1210.2","BTS",1980,10,29,302,NA,42.133333,-67.183333,0,"DE",0.038
"80",561,"198007.314.1220.7","BTS",1980,10,29,302,NA,42.15,-67.283333,0,"DE",0.038
"81",561,"198007.315.1210.4","BTS",1980,10,29,302,NA,42.116667,-67.333333,0,"DE",0.038
"82",561,"198007.316.1290.2","BTS",1980,10,29,302,NA,42.25,-67.5,0,"DE",0.038
"83",464,"198007.317.1300.1","BTS",1980,10,29,302,NA,42.483333,-67.233333,0,"DE",0.038
"84",464,"198007.318.1300.3","BTS",1980,10,29,302,NA,42.5,-66.983333,0,"DE",0.038
"85",551,"198007.319.1300.2","BTS",1980,10,29,302,NA,42.316667,-66.766667,0,"DE",0.038
"86",551,"198007.320.1290.6","BTS",1980,10,29,302,NA,42.233333,-66.433333,1,"DE",0.038
"87",551,"198007.322.1160.20","BTS",1980,10,29,302,NA,41.983333,-66.516667,0,"DE",0.038
"88",552,"198007.323.1160.10","BTS",1980,10,30,303,NA,41.683333,-66.466667,0,"DE",0.038
"89",552,"198007.324.1160.15","BTS",1980,10,30,303,NA,41.6,-66.35,0,"DE",0.038
"90",552,"198007.325.1160.18","BTS",1980,10,30,303,NA,41.5,-66.4,0,"DE",0.038
"91",552,"198007.326.1160.7","BTS",1980,10,30,303,NA,41.466667,-66.283333,0,"DE",0.038
"92",552,"198007.327.1170.5","BTS",1980,10,30,303,NA,41.35,-66.25,0,"DE",0.038
"93",552,"198007.328.1160.2","BTS",1980,10,30,303,NA,41.35,-66.283333,0,"DE",0.038
"94",552,"198007.329.1160.11","BTS",1980,10,30,303,NA,41.25,-66.35,0,"DE",0.038
"95",562,"198007.330.1170.7","BTS",1980,10,30,303,NA,41.133333,-66.366667,0,"DE",0.038
"96",562,"198007.331.1180.2","BTS",1980,10,30,303,NA,41.016667,-66.433333,0,"DE",0.038
"97",552,"198007.332.1180.1","BTS",1980,10,30,303,NA,41.283333,-66.166667,0,"DE",0.038
"98",552,"198007.333.1180.3","BTS",1980,10,30,303,NA,41.366667,-66.033333,0,"DE",0.038
"99",552,"198007.334.1170.1","BTS",1980,10,30,303,NA,41.483333,-66,0,"DE",0.038
"100",552,"198007.335.1160.9","BTS",1980,10,30,303,NA,41.6,-66,0,"DE",0.038
"101",552,"198007.336.1170.2","BTS",1980,10,31,304,NA,41.7,-65.8,1,"DE",0.038
"102",552,"198007.337.1170.4","BTS",1980,10,31,304,NA,41.733333,-65.766667,0,"DE",0.038
"103",552,"198007.338.1170.3","BTS",1980,10,31,304,NA,41.8,-65.733333,0,"DE",0.038
"104",551,"198007.339.1170.6","BTS",1980,10,31,304,NA,41.866667,-65.766667,0,"DE",0.038
"105",551,"198007.340.1170.8","BTS",1980,10,31,304,NA,41.983333,-65.95,0,"DE",0.038
"106",551,"198007.341.1220.3","BTS",1980,10,31,304,NA,42.116667,-66.1,0,"DE",0.038
"107",551,"198007.342.1220.6","BTS",1980,10,31,304,NA,42.133333,-66.3,0,"DE",0.038
"108",551,"198007.343.1290.3","BTS",1980,10,31,304,NA,42.233333,-66.25,0,"DE",0.038
"109",464,"198007.344.1290.7","BTS",1980,10,31,304,NA,42.466667,-66,0,"DE",0.038
"110",464,"198007.345.1320.2","BTS",1980,10,31,304,NA,42.466667,-65.716667,0,"DE",0.038
"111",464,"198007.349.1320.1","BTS",1980,10,31,304,NA,42.65,-65.633333,0,"DE",0.038
"112",464,"198007.352.1310.6","BTS",1980,11,1,306,NA,42.733333,-65.716667,0,"DE",0.038
"113",464,"198007.354.1320.3","BTS",1980,11,1,306,NA,42.716667,-66.3,0,"DE",0.038
"114",464,"198007.356.1310.5","BTS",1980,11,1,306,NA,42.733333,-66.833333,9,"DE",0.038
"115",464,"198007.357.1310.2","BTS",1980,11,1,306,NA,42.933333,-66.6,4,"DE",0.038
"116",465,"198007.359.1360.7","BTS",1980,11,2,307,NA,43.116667,-67.4,0,"DE",0.038
"117",465,"198007.360.1360.4","BTS",1980,11,2,307,NA,43.316667,-66.933333,2,"DE",0.038
"118",465,"198007.361.1340.4","BTS",1980,11,2,307,NA,43.3,-66.816667,0,"DE",0.038
"119",465,"198007.364.1330.3","BTS",1980,11,2,307,NA,43.85,-66.4,0,"DE",0.038
"120",465,"198007.365.1330.2","BTS",1980,11,2,307,NA,43.916667,-66.516667,0,"DE",0.038
"121",466,"198007.366.1330.1","BTS",1980,11,2,307,NA,44.233333,-66.583333,0,"DE",0.038
"122",466,"198007.367.1350.3","BTS",1980,11,2,307,NA,44.183333,-66.733333,0,"DE",0.038
"123",466,"198007.368.1350.4","BTS",1980,11,3,308,NA,44.15,-66.833333,0,"DE",0.038
"124",511,"198007.369.1350.2","BTS",1980,11,3,308,NA,44.233333,-67.016667,0,"DE",0.038
"125",511,"198007.370.1350.1","BTS",1980,11,3,308,NA,44.3,-67.05,0,"DE",0.038
"126",511,"198007.371.1340.1","BTS",1980,11,3,308,NA,44.05,-67.366667,0,"DE",0.038
"127",511,"198007.372.1340.5","BTS",1980,11,3,308,NA,44,-67.416667,2,"DE",0.038
"128",511,"198007.373.1340.6","BTS",1980,11,3,308,NA,43.85,-67.4,0,"DE",0.038
"129",511,"198007.374.1340.3","BTS",1980,11,3,308,NA,43.85,-66.983333,2,"DE",0.038
"130",465,"198007.375.1340.2","BTS",1980,11,3,308,NA,43.716667,-67.066667,1,"DE",0.038
"131",465,"198007.376.1360.6","BTS",1980,11,3,308,NA,43.666667,-67.583333,0,"DE",0.038
"132",512,"198007.377.1360.1","BTS",1980,11,3,308,NA,43.6,-67.8,0,"DE",0.038
"133",512,"198007.378.1380.3","BTS",1980,11,3,308,NA,43.633333,-68.266667,1,"DE",0.038
"134",512,"198007.379.1390.1","BTS",1980,11,4,309,NA,43.983333,-68.416667,0,"DE",0.038
"135",512,"198007.380.1390.2","BTS",1980,11,4,309,NA,43.983333,-68.433333,0,"DE",0.038
"136",512,"198007.381.1390.4","BTS",1980,11,4,309,NA,43.933333,-68.45,0,"DE",0.038
"137",512,"198007.382.1380.5","BTS",1980,11,4,309,NA,43.65,-68.816667,0,"DE",0.038
"138",512,"198007.384.1390.3","BTS",1980,11,4,309,NA,43.75,-69.083333,0,"DE",0.038
"139",513,"198007.385.1400.3","BTS",1980,11,4,309,NA,43.716667,-69.416667,0,"DE",0.038
"140",513,"198007.386.1380.4","BTS",1980,11,4,309,NA,43.616667,-69.533333,0,"DE",0.038
"141",513,"198007.387.1380.2","BTS",1980,11,4,309,NA,43.283333,-69.3,0,"DE",0.038
"142",513,"198007.388.1380.1","BTS",1980,11,4,309,NA,43.3,-69.05,0,"DE",0.038
"143",515,"198007.389.1370.2","BTS",1980,11,5,310,NA,43.083333,-69.133333,0,"DE",0.038
"144",513,"198007.390.1370.3","BTS",1980,11,5,310,NA,43,-69.333333,0,"DE",0.038
"145",515,"198007.392.1370.1","BTS",1980,11,5,310,NA,42.633333,-69.1,1,"DE",0.038
"146",515,"198007.393.1280.7","BTS",1980,11,5,310,NA,42.45,-69.266667,0,"DE",0.038
"147",521,"198007.394.1280.4","BTS",1980,11,5,310,NA,42.3,-68.983333,1,"DE",0.038
"148",515,"198007.395.1280.2","BTS",1980,11,5,310,NA,42.416667,-68.816667,0,"DE",0.038
"149",515,"198007.396.1280.6","BTS",1980,11,5,310,NA,42.5,-68.583333,0,"DE",0.038
"150",515,"198007.398.1370.4","BTS",1980,11,5,310,NA,42.883333,-68.55,5,"DE",0.038
"151",515,"198007.399.1370.5","BTS",1980,11,5,310,NA,42.95,-68.566667,0,"DE",0.038
"152",515,"198007.400.1360.8","BTS",1980,11,5,310,NA,43.05,-68.25,0,"DE",0.038
"153",515,"198007.401.1360.5","BTS",1980,11,6,311,NA,43.133333,-67.966667,0,"DE",0.038
"154",515,"198007.402.1360.3","BTS",1980,11,6,311,NA,43.083333,-67.766667,7,"DE",0.038
"155",515,"198007.403.1360.2","BTS",1980,11,6,311,NA,42.833333,-68.1,2,"DE",0.038
"156",515,"198007.404.1290.4","BTS",1980,11,6,311,NA,42.633333,-68.233333,3,"DE",0.038
"157",515,"198007.405.1290.5","BTS",1980,11,6,311,NA,42.416667,-68.25,4,"DE",0.038
"158",522,"198007.406.1240.1","BTS",1980,11,6,311,NA,42.166667,-68.316667,0,"DE",0.038
"159",522,"198007.407.1240.5","BTS",1980,11,6,311,NA,42.066667,-68.55,3,"DE",0.038
"160",522,"198007.409.1240.6","BTS",1980,11,6,311,NA,41.7,-68.733333,0,"DE",0.038
"161",521,"198007.410.1240.4","BTS",1980,11,6,311,NA,41.7,-68.983333,0,"DE",0.038
"162",521,"198007.411.1240.2","BTS",1980,11,7,312,NA,41.8,-69.016667,0,"DE",0.038
"163",521,"198007.412.1240.3","BTS",1980,11,7,312,NA,41.866667,-69.366667,0,"DE",0.038
"164",514,"198007.420.1260.1","BTS",1980,11,13,317,NA,42.333333,-70.566667,1,"DE",0.038
"165",514,"198007.421.1260.2","BTS",1980,11,13,317,NA,42.283333,-70.266667,0,"DE",0.038
"166",514,"198007.422.1260.3","BTS",1980,11,13,317,NA,42.366667,-70.383333,0,"DE",0.038
"167",514,"198007.424.1260.4","BTS",1980,11,13,317,NA,42.516667,-70.55,0,"DE",0.038
"168",513,"198007.427.1400.2","BTS",1980,11,14,318,NA,43.033333,-70.466667,0,"DE",0.038
"169",513,"198007.428.1400.1","BTS",1980,11,14,318,NA,43.2,-70.35,0,"DE",0.038
"170",513,"198007.429.1270.4","BTS",1980,11,14,318,NA,43.083333,-70.116667,0,"DE",0.038
"171",513,"198007.430.1270.1","BTS",1980,11,14,318,NA,42.916667,-70.183333,0,"DE",0.038
"172",513,"198007.431.1270.2","BTS",1980,11,14,318,NA,42.883333,-70.066667,0,"DE",0.038
"173",514,"198007.432.1270.3","BTS",1980,11,14,318,NA,42.733333,-70.133333,13,"DE",0.038
"174",514,"198007.433.1280.3","BTS",1980,11,14,318,NA,42.4,-69.866667,0,"DE",0.038
"175",521,"198007.434.1280.1","BTS",1980,11,14,318,NA,42.3,-69.566667,0,"DE",0.038
"176",521,"198007.435.1280.5","BTS",1980,11,14,318,NA,42.25,-69.866667,0,"DE",0.038
"177",521,"198007.437.1260.5","BTS",1980,11,15,319,NA,42.05,-69.866667,0,"DE",0.038
"178",521,"198007.438.1250.1","BTS",1980,11,15,319,NA,41.9,-69.85,0,"DE",0.038
"179",526,"198106.253.1090.3","BTS",1981,10,13,286,NA,40.883333,-69.816667,0,"DE",0.038
"180",526,"198106.255.1100.2","BTS",1981,10,13,286,NA,40.466667,-69.783333,0,"DE",0.038
"181",526,"198106.256.1100.7","BTS",1981,10,13,286,NA,40.383333,-69.783333,0,"DE",0.038
"182",526,"198106.257.1100.8","BTS",1981,10,13,286,NA,40.25,-69.733333,0,"DE",0.038
"183",526,"198106.259.1100.3","BTS",1981,10,13,286,NA,40.466667,-69.416667,0,"DE",0.038
"184",526,"198106.260.1100.4","BTS",1981,10,14,287,NA,40.45,-69.116667,0,"DE",0.038
"185",526,"198106.263.1120.1","BTS",1981,10,14,287,NA,39.933333,-69.333333,0,"DE",0.038
"186",526,"198106.264.1110.1","BTS",1981,10,14,287,NA,40.05,-69.2,0,"DE",0.038
"187",526,"198106.265.1110.2","BTS",1981,10,14,287,NA,40.116667,-68.95,0,"DE",0.038
"188",525,"198106.266.1140.2","BTS",1981,10,14,287,NA,40.266667,-68.65,0,"DE",0.038
"189",525,"198106.267.1140.3","BTS",1981,10,14,287,NA,40.266667,-68.5,0,"DE",0.038
"190",525,"198106.268.1150.1","BTS",1981,10,15,288,NA,40.25,-68.3,0,"DE",0.038
"191",525,"198106.270.1130.4","BTS",1981,10,16,289,NA,40.55,-68.366667,0,"DE",0.038
"192",526,"198106.272.1100.5","BTS",1981,10,15,288,NA,40.7,-68.933333,0,"DE",0.038
"193",526,"198106.273.1100.6","BTS",1981,10,15,288,NA,40.633333,-69.016667,0,"DE",0.038
"194",526,"198106.274.1100.1","BTS",1981,10,15,288,NA,40.733333,-68.983333,0,"DE",0.038
"195",526,"198106.276.1090.5","BTS",1981,10,15,288,NA,40.833333,-69.433333,0,"DE",0.038
"196",521,"198106.277.1250.1","BTS",1981,10,15,288,NA,41,-69.2,0,"DE",0.038
"197",521,"198106.285.1250.2","BTS",1981,10,20,293,NA,41.983333,-69.9,0,"DE",0.038
"198",521,"198106.286.1240.5","BTS",1981,10,20,293,NA,41.666667,-69.533333,0,"DE",0.038
"199",521,"198106.288.1240.4","BTS",1981,10,20,293,NA,41.383333,-69.216667,0,"DE",0.038
"200",522,"198106.289.1230.2","BTS",1981,10,20,293,NA,41.15,-68.75,0,"DE",0.038
"201",522,"198106.290.1230.1","BTS",1981,10,21,294,NA,41.1,-68.783333,0,"DE",0.038
"202",525,"198106.291.1190.3","BTS",1981,10,21,294,NA,40.883333,-68.65,0,"DE",0.038
"203",525,"198106.292.1190.8","BTS",1981,10,21,294,NA,40.816667,-68.566667,0,"DE",0.038
"204",525,"198106.293.1190.4","BTS",1981,10,21,294,NA,40.9,-68.333333,0,"DE",0.038
"205",525,"198106.294.1130.9","BTS",1981,10,21,294,NA,40.766667,-68.133333,0,"DE",0.038
"206",525,"198106.295.1190.7","BTS",1981,10,21,294,NA,41.15,-68.2,0,"DE",0.038
"207",522,"198106.296.1200.6","BTS",1981,10,21,294,NA,41.3,-68.266667,0,"DE",0.038
"208",522,"198106.297.1200.4","BTS",1981,10,21,294,NA,41.233333,-68.433333,0,"DE",0.038
"209",522,"198106.298.1230.4","BTS",1981,10,21,294,NA,41.4,-68.45,0,"DE",0.038
"210",522,"198106.299.1230.3","BTS",1981,10,21,294,NA,41.5,-68.416667,0,"DE",0.038
"211",522,"198106.300.1240.1","BTS",1981,10,21,294,NA,41.7,-68.666667,0,"DE",0.038
"212",522,"198106.301.1200.7","BTS",1981,10,22,295,NA,41.533333,-68.3,0,"DE",0.038
"213",522,"198106.302.1290.1","BTS",1981,10,22,295,NA,41.833333,-68.466667,1,"DE",0.038
"214",522,"198106.303.1210.1","BTS",1981,10,22,295,NA,41.833333,-68.1,0,"DE",0.038
"215",522,"198106.304.1200.1","BTS",1981,10,22,295,NA,41.666667,-68.033333,0,"DE",0.038
"216",522,"198106.305.1200.2","BTS",1981,10,21,294,NA,41.566667,-67.883333,0,"DE",0.038
"217",522,"198106.306.1200.5","BTS",1981,10,22,295,NA,41.716667,-67.716667,0,"DE",0.038
"218",522,"198106.307.1210.4","BTS",1981,10,22,295,NA,41.916667,-67.916667,0,"DE",0.038
"219",522,"198106.308.1220.4","BTS",1981,10,22,295,NA,42.033333,-67.766667,0,"DE",0.038
"220",561,"198106.309.1220.2","BTS",1981,10,23,296,NA,42.1,-67.533333,0,"DE",0.038
"221",561,"198106.310.1200.3","BTS",1981,10,23,296,NA,42.033333,-67.4,0,"DE",0.038
"222",561,"198106.311.1200.8","BTS",1981,10,23,296,NA,41.95,-67.466667,0,"DE",0.038
"223",561,"198106.312.1200.9","BTS",1981,10,23,296,NA,42.066667,-67.266667,0,"DE",0.038
"224",551,"198106.313.1210.2","BTS",1981,10,23,296,NA,42.133333,-67.1,0,"DE",0.038
"225",551,"198106.314.1220.3","BTS",1981,10,23,296,NA,42.183333,-67,0,"DE",0.038
"226",551,"198106.315.1220.1","BTS",1981,10,23,296,NA,42.166667,-66.666667,0,"DE",0.038
"227",551,"198106.316.1210.3","BTS",1981,10,23,296,NA,42.116667,-66.733333,0,"DE",0.038
"228",551,"198106.317.1160.3","BTS",1981,10,23,296,NA,42.05,-66.766667,0,"DE",0.038
"229",551,"198106.318.1160.6","BTS",1981,10,23,296,NA,41.95,-66.766667,0,"DE",0.038
"230",562,"198106.319.1160.4","BTS",1981,10,24,297,NA,41.683333,-66.833333,0,"DE",0.038
"231",562,"198106.320.1160.10","BTS",1981,10,24,297,NA,41.583333,-66.683333,0,"DE",0.038
"232",551,"198106.321.1160.1","BTS",1981,10,24,297,NA,41.983333,-66.4,0,"DE",0.038
"233",551,"198106.322.1160.9","BTS",1981,10,24,297,NA,41.9,-66.1,0,"DE",0.038
"234",551,"198106.323.1170.1","BTS",1981,10,24,297,NA,41.966667,-65.866667,2,"DE",0.038
"235",551,"198106.324.1180.1","BTS",1981,10,24,297,NA,41.95,-65.733333,0,"DE",0.038
"236",552,"198106.325.1170.4","BTS",1981,10,24,297,NA,41.8,-65.783333,1,"DE",0.038
"237",552,"198106.326.1180.2","BTS",1981,10,24,297,NA,41.65,-65.816667,0,"DE",0.038
"238",552,"198106.327.1170.3","BTS",1981,10,24,297,NA,41.566667,-66,0,"DE",0.038
"239",562,"198106.330.1160.2","BTS",1981,10,25,298,NA,41.166667,-66.516667,0,"DE",0.038
"240",562,"198106.331.1160.7","BTS",1981,10,25,298,NA,41.083333,-66.483333,0,"DE",0.038
"241",562,"198106.332.1170.2","BTS",1981,10,25,298,NA,41.1,-66.45,0,"DE",0.038
"242",562,"198106.333.1180.3","BTS",1981,10,25,298,NA,40.983333,-66.416667,0,"DE",0.038
"243",562,"198106.334.1160.5","BTS",1981,10,25,298,NA,41.033333,-66.866667,0,"DE",0.038
"244",562,"198106.335.1160.8","BTS",1981,10,25,298,NA,40.966667,-66.916667,0,"DE",0.038
"245",525,"198106.336.1130.1","BTS",1981,10,25,298,NA,40.95,-67.4,0,"DE",0.038
"246",525,"198106.337.1130.5","BTS",1981,10,25,298,NA,40.9,-67.333333,0,"DE",0.038
"247",525,"198106.338.1130.8","BTS",1981,10,25,298,NA,40.766667,-67.333333,0,"DE",0.038
"248",525,"198106.339.1130.3","BTS",1981,10,25,298,NA,40.65,-67.266667,0,"DE",0.038
"249",525,"198106.340.1140.4","BTS",1981,10,26,299,NA,40.533333,-67.366667,0,"DE",0.038
"250",525,"198106.341.1130.7","BTS",1981,10,26,299,NA,40.616667,-67.516667,0,"DE",0.038
"251",525,"198106.342.1130.6","BTS",1981,10,26,299,NA,40.516667,-67.833333,0,"DE",0.038
"252",525,"198106.343.1150.2","BTS",1981,10,26,299,NA,40.316667,-67.966667,0,"DE",0.038
"253",525,"198106.344.1140.1","BTS",1981,10,26,299,NA,40.366667,-68.033333,0,"DE",0.038
"254",525,"198106.347.1130.2","BTS",1981,10,26,299,NA,40.933333,-67.833333,0,"DE",0.038
"255",562,"198106.348.1190.5","BTS",1981,10,26,299,NA,41.183333,-67.55,0,"DE",0.038
"256",562,"198106.349.1190.9","BTS",1981,10,26,299,NA,41.266667,-67.616667,0,"DE",0.038
"257",562,"198106.350.1190.2","BTS",1981,10,26,299,NA,41.216667,-67.266667,0,"DE",0.038
"258",562,"198106.351.1190.1","BTS",1981,10,26,299,NA,41.633333,-67.283333,0,"DE",0.038
"259",562,"198106.352.1190.6","BTS",1981,10,27,300,NA,41.666667,-67.183333,0,"DE",0.038
"260",561,"198106.356.1220.5","BTS",1981,10,27,300,NA,42.166667,-67.183333,0,"DE",0.038
"261",551,"198106.357.1290.3","BTS",1981,10,27,300,NA,42.266667,-67.033333,0,"DE",0.038
"262",464,"198106.358.1300.3","BTS",1981,10,27,300,NA,42.366667,-66.816667,1,"DE",0.038
"263",551,"198106.359.1300.2","BTS",1981,10,27,300,NA,42.316667,-66.65,0,"DE",0.038
"264",464,"198106.361.1310.5","BTS",1981,10,27,300,NA,42.2,-65.583333,0,"DE",0.038
"265",464,"198106.362.1320.2","BTS",1981,10,28,301,NA,42.4,-65.6,0,"DE",0.038
